ID,Language_ID,Parameter_ID,Value
dist-pado1242,pado1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pakt1239,pakt1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pala1344,pala1344,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-pamo1252,pamo1252,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pamp1243,pamp1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pang1291,pang1291,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pije1237,pije1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-ping1243,ping1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-piuu1237,piuu1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-plat1254,plat1254,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-polo1242,polo1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pomm1237,pomm1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-port1285,port1285,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-port1286,port1286,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pulu1242,pulu1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pwaa1237,pwaa1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-pwap1237,pwap1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-rade1240,rade1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-raha1237,raha1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-reja1240,reja1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-reja1241,reja1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-remb1250,remb1250,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-rere1240,rere1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-riri1237,riri1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-romb1245,romb1245,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-roon1237,roon1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-rori1237,rori1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-rotu1241,rotu1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-saaa1241,saaa1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-saar1237,saar1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sabu1255,sabu1255,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sais1237,sais1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-saka1291,saka1291,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sali1295,sali1295,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sara1326,sara1326,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sara1327,sara1327,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sasa1249,sasa1249,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sata1237,sata1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sawa1247,sawa1247,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sega1243,sega1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-seim1238,seim1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-seke1241,seke1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-seng1281,seng1281,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sera1260,sera1260,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-shar1244,shar1244,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-siee1239,siee1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sime1241,sime1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sina1266,sina1266,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sioo1240,sioo1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sisi1250,sisi1250,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-siss1243,siss1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sobe1238,sobe1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-solo1257,solo1257,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sons1242,sons1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sori1242,sori1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sout2856,sout2856,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sout2857,sout2857,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sout2869,sout2869,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sout2895,sout2895,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sout2896,sout2896,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sout2908,sout2908,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sout2918,sout2918,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sowa1244,sowa1244,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-stan1306,stan1306,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-suau1242,suau1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sude1239,sude1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sugu1243,sugu1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-sumb1241,sumb1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-sund1252,sund1252,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tady1237,tady1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-taga1270,taga1270,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tamb1253,tamb1253,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tana1281,tana1281,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tand1256,tand1256,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tane1237,tane1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-tani1255,tani1255,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-taro1264,taro1264,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tarp1240,tarp1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-tbol1240,tbol1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tean1237,tean1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-tela1241,tela1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-teng1272,teng1272,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-teop1238,teop1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-timu1262,timu1262,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tina1248,tina1248,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tinp1237,tinp1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tiri1258,tiri1258,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tiru1241,tiru1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-toab1237,toab1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-toba1266,toba1266,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tobi1238,tobi1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tola1247,tola1247,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-toma1248,toma1248,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tons1240,tons1240,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tont1239,tont1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tora1259,tora1259,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tsat1238,tsat1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tsou1248,tsou1248,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tulu1259,tulu1259,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tung1290,tung1290,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-tunj1244,tunj1244,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-ubir1237,ubir1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-ughe1237,ughe1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-ulit1238,ulit1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-umaa1242,umaa1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-umir1236,umir1236,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-unua1237,unua1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-urak1238,urak1238,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-urav1235,urav1235,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-urip1239,urip1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-urua1242,urua1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-urua1244,urua1244,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vama1243,vama1243,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vano1237,vano1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-vaoo1237,vaoo1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,phonological change
dist-vari1239,vari1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vera1241,vera1241,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vinm1237,vinm1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vivt1234,vivt1234,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-vure1239,vure1239,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-waam1236,waam1236,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-wabb1237,wabb1237,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-wand1267,wand1267,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-wara1300,wara1300,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-ware1253,ware1253,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
dist-waro1242,waro1242,Is_distinctness_due_to_lexical_replacement_or_phonological_change?,lexical replacement
